ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0006399,tRNA metabolic process,9/124,165/13539,2.0426197951555074e-5,0.0024128446330274433,0.0022374749729828424,Aars/Cars/Eprs/Gars/Mars1/Nars/Rars/Sars/Trmt61a,9
BP,GO:0006749,glutathione metabolic process,6/124,64/13539,2.5388433487684186e-5,0.002822596428924889,0.0026174453100305988,Chac1/Cth/Gsta2/Gstm3/Gstm4/Slc7a11,6
BP,GO:0006760,folic acid-containing compound metabolic process,4/124,21/13539,3.555747131004483e-5,0.0037335344875547073,0.0034621748380833125,Aldh1l2/Mthfd1l/Mthfd2/Shmt2,4
BP,GO:0097035,regulation of membrane lipid distribution,5/124,47/13539,6.700810234633902e-5,0.006665542812346355,0.006181079800922687,1700057G04Rik/Atp8b5/Plscr1/Plscr2/Tlcd2,5
BP,GO:0042558,pteridine-containing compound metabolic process,4/124,26/13539,8.572794937769724e-5,0.00772717521264198,0.007165550949066498,Aldh1l2/Mthfd1l/Mthfd2/Shmt2,4
BP,GO:0045741,positive regulation of epidermal growth factor-activated receptor activity,3/124,10/13539,8.585750236268867e-5,0.00772717521264198,0.007165550949066498,Areg/Btc/Ereg,3
BP,GO:0035999,tetrahydrofolate interconversion,3/124,12/13539,1.553080848720808e-4,0.012773027165132261,0.011844661782202849,Mthfd1l/Mthfd2/Shmt2,3
BP,GO:0006790,sulfur compound metabolic process,10/124,264/13539,1.5543895491959895e-4,0.012773027165132261,0.011844661782202849,Acot2/Chac1/Cth/Gsta2/Gstm3/Gstm4/Hspa9/Phgdh/Slc7a11/Ugdh,10
BP,GO:0009066,aspartate family amino acid metabolic process,4/124,31/13539,1.7415771493080887e-4,0.013714920050801199,0.012718096287710383,Asns/Atf4/Got1/Phgdh,4
BP,GO:0006730,one-carbon metabolic process,4/124,34/13539,2.513030866123908e-4,0.01899851334789674,0.017617669019352872,Aldh1l2/Mthfd1l/Mthfd2/Shmt2,4
BP,GO:0015748,organophosphate ester transport,6/124,97/13539,2.61733878170494e-4,0.019026039605470526,0.017643194621614275,1700057G04Rik/Atp8b5/Pla2g10/Plscr1/Plscr2/Slc25a33,6
BP,GO:0089718,amino acid import across plasma membrane,4/124,36/13539,3.147170751566736e-4,0.021249898704501554,0.01970541985129217,Slc1a4/Slc7a11/Slc7a3/Slc7a5,4
BP,GO:0017121,plasma membrane phospholipid scrambling,3/124,15/13539,3.1481331414076375e-4,0.021249898704501554,0.01970541985129217,1700057G04Rik/Plscr1/Plscr2,3
BP,GO:0006071,glycerol metabolic process,3/124,16/13539,3.848771837871321e-4,0.024497404490172944,0.022716891381864637,Got1/Pck2/Tkfc,3
BP,GO:0061098,positive regulation of protein tyrosine kinase activity,4/124,38/13539,3.8884769032020546e-4,0.024497404490172944,0.022716891381864637,Areg/Btc/Ereg/Lrp8,4
BP,GO:0045332,phospholipid translocation,4/124,39/13539,4.3023986240142844e-4,0.02623075290124838,0.02432425707634562,1700057G04Rik/Atp8b5/Plscr1/Plscr2,4
BP,GO:1902475,L-alpha-amino acid transmembrane transport,4/124,40/13539,4.7468279086937794e-4,0.027344599158639515,0.025357147089465213,Slc1a4/Slc7a11/Slc7a3/Slc7a5,4
BP,GO:0015914,phospholipid transport,5/124,71/13539,4.7744538213497563e-4,0.027344599158639515,0.025357147089465213,1700057G04Rik/Atp8b5/Pla2g10/Plscr1/Plscr2,5
BP,GO:0034204,lipid translocation,4/124,41/13539,5.223020891935951e-4,0.028204312816454136,0.02615437529345371,1700057G04Rik/Atp8b5/Plscr1/Plscr2,4
BP,GO:0043090,amino acid import,4/124,41/13539,5.223020891935951e-4,0.028204312816454136,0.02615437529345371,Slc1a4/Slc7a11/Slc7a3/Slc7a5,4
BP,GO:0043648,dicarboxylic acid metabolic process,5/124,73/13539,5.428450648720199e-4,0.02826654914747323,0.026212088181867408,Aldh1l2/Got1/Mthfd1l/Shmt2/Slc7a11,5
BP,GO:0006817,phosphate ion transport,3/124,18/13539,5.533663060616452e-4,0.02826654914747323,0.026212088181867408,Atf4/Slc20a1/Stc2,3
BP,GO:0019400,alditol metabolic process,3/124,19/13539,6.527431221398309e-4,0.03194531136351666,0.02962347169047911,Got1/Pck2/Tkfc,3
BP,GO:0015807,L-amino acid transport,4/124,44/13539,6.854837972135569e-4,0.03194531136351666,0.02962347169047911,Slc1a4/Slc7a11/Slc7a3/Slc7a5,4
BP,GO:0051607,defense response to virus,8/124,210/13539,6.929935269334302e-4,0.03194531136351666,0.02962347169047911,Ifit1/Isg15/Nlrp9b/Oasl1/Pla2g10/Plscr1/Ripk3/Tkfc,8
BP,GO:0140546,defense response to symbiont,8/124,210/13539,6.929935269334302e-4,0.03194531136351666,0.02962347169047911,Ifit1/Isg15/Nlrp9b/Oasl1/Pla2g10/Plscr1/Ripk3/Tkfc,8
BP,GO:0044282,small molecule catabolic process,9/124,267/13539,7.765503344799462e-4,0.03494476505159758,0.03240491997265941,Acot2/Acox2/Akr1b8/Aldh1l2/Ddah1/Got1/Pck2/Shmt2/Tkfc,9
BP,GO:0046395,carboxylic acid catabolic process,7/124,173/13539,0.0010584948719593872,0.04652454204658702,0.04314305904069474,Acot2/Acox2/Aldh1l2/Ddah1/Got1/Pck2/Shmt2,7
BP,GO:0016054,organic acid catabolic process,7/124,175/13539,0.001131708156213935,0.0486120094373713,0.04507880574392827,Acot2/Acox2/Aldh1l2/Ddah1/Got1/Pck2/Shmt2,7
CC,GO:0017101,aminoacyl-tRNA synthetase multienzyme complex,3/126,12/13650,1.589840527514081e-4,0.022098783332445724,0.021086305943870967,Eprs/Mars1/Rars,3
MF,GO:0004812,aminoacyl-tRNA ligase activity,8/123,40/13439,2.3555917547797638e-9,3.757168848873723e-7,3.2482370513278847e-7,Aars/Cars/Eprs/Gars/Mars1/Nars/Rars/Sars,8
MF,GO:0016875,"ligase activity, forming carbon-oxygen bonds",8/123,40/13439,2.3555917547797638e-9,3.757168848873723e-7,3.2482370513278847e-7,Aars/Cars/Eprs/Gars/Mars1/Nars/Rars/Sars,8
MF,GO:0140101,"catalytic activity, acting on a tRNA",10/123,119/13439,1.309445400904539e-7,1.3172498781937328e-5,1.138820221371912e-5,Aars/Cars/Eprs/Gars/Mars1/Nars/Ptrh1/Rars/Sars/Trmt61a,10
MF,GO:0016646,"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor",5/123,15/13439,1.6517239851959032e-7,1.3172498781937328e-5,1.138820221371912e-5,Aldh1l2/Crym/Mthfd1l/Mthfd2/Pycr1,5
MF,GO:0005154,epidermal growth factor receptor binding,6/123,32/13439,3.8783579661007845e-7,2.4743923823723005e-5,2.1392206044598007e-5,1700057G04Rik/Areg/Btc/Ereg/Plscr1/Plscr2,6
MF,GO:0016874,ligase activity,10/123,140/13439,6.008873818276874e-7,3.194717913383871e-5,2.7619735796290187e-5,Aars/Asns/Cars/Eprs/Gars/Mars1/Mthfd1l/Nars/Rars/Sars,10
MF,GO:0016645,"oxidoreductase activity, acting on the CH-NH group of donors",5/123,24/13439,2.188551408397557e-6,9.973541418268867e-5,8.622563443611428e-5,Aldh1l2/Crym/Mthfd1l/Mthfd2/Pycr1,5
MF,GO:0016829,lyase activity,8/123,158/13439,1.003349068638607e-4,0.004000854411196446,0.003458913894517303,Chac1/Cth/Got1/Gstm4/Odc1/Pck2/Shmt2/Tkfc,8
MF,GO:0017128,phospholipid scramblase activity,3/123,11/13439,1.1700690100120458e-4,0.0041472446021538064,0.0035854746271714146,1700057G04Rik/Plscr1/Plscr2,3
MF,GO:0042609,CD4 receptor binding,3/123,12/13439,1.5496747101193453e-4,0.004943462325280711,0.0042738397268554575,1700057G04Rik/Plscr1/Plscr2,3
MF,GO:0030545,signaling receptor regulator activity,10/123,274/13439,2.0860540341432836e-4,0.006049556699015523,0.005230106765029094,Angptl8/Apln/Areg/Btc/Ereg/Fst/Gdf15/Gdf9/Stc2/Tafa3,10
MF,GO:0140303,intramembrane lipid transporter activity,4/123,34/13439,2.5056744683865407e-4,0.00666091796179422,0.005758655357169067,1700057G04Rik/Atp8b5/Plscr1/Plscr2,4
MF,GO:0043295,glutathione binding,3/123,15/13439,3.141284239222858e-4,0.00715764051651494,0.006188093764484126,Gsta2/Gstm3/Gstm4,3
MF,GO:1900750,oligopeptide binding,3/123,15/13439,3.141284239222858e-4,0.00715764051651494,0.006188093764484126,Gsta2/Gstm3/Gstm4,3
MF,GO:0000049,tRNA binding,5/123,67/13439,3.632925281791153e-4,0.0075763241680136765,0.006550064121496727,Aars/Cars/Mars1/Rars/Sars,5
MF,GO:0048018,receptor ligand activity,9/123,242/13439,3.8000372002576434e-4,0.0075763241680136765,0.006550064121496727,Angptl8/Apln/Areg/Btc/Ereg/Gdf15/Gdf9/Stc2/Tafa3,9
MF,GO:0030546,signaling receptor activator activity,9/123,248/13439,4.5420105319682677e-4,0.007911155994409056,0.0068395409026074,Angptl8/Apln/Areg/Btc/Ereg/Gdf15/Gdf9/Stc2/Tafa3,9
MF,GO:0070851,growth factor receptor binding,6/123,108/13439,4.650799889915751e-4,0.007911155994409056,0.0068395409026074,1700057G04Rik/Areg/Btc/Ereg/Plscr1/Plscr2,6
MF,GO:0016597,amino acid binding,4/123,41/13439,5.207971030802201e-4,0.007911155994409056,0.0068395409026074,Aars/Ddah1/Rars/Shmt2,4
MF,GO:0016830,carbon-carbon lyase activity,4/123,41/13439,5.207971030802201e-4,0.007911155994409056,0.0068395409026074,Got1/Odc1/Pck2/Shmt2,4
MF,GO:0030170,pyridoxal phosphate binding,4/123,41/13439,5.207971030802201e-4,0.007911155994409056,0.0068395409026074,Cth/Got1/Psat1/Shmt2,4
MF,GO:0015179,L-amino acid transmembrane transporter activity,4/123,42/13439,5.715760620664947e-4,0.007927511469530949,0.006853680927296183,Slc1a4/Slc7a11/Slc7a3/Slc7a5,4
MF,GO:0070279,vitamin B6 binding,4/123,42/13439,5.715760620664947e-4,0.007927511469530949,0.006853680927296183,Cth/Got1/Psat1/Shmt2,4
MF,GO:0140098,"catalytic activity, acting on RNA",10/123,324/13439,7.803076473739355e-4,0.010371589146345226,0.008966693140875925,Aars/Cars/Eprs/Gars/Mars1/Nars/Ptrh1/Rars/Sars/Trmt61a,10
MF,GO:0008083,growth factor activity,5/123,83/13439,9.72341220635745e-4,0.012168497734938446,0.010520199328671416,Areg/Btc/Ereg/Gdf15/Gdf9,5
MF,GO:0001618,virus receptor activity,3/123,22/13439,0.0010146264253345178,0.012168497734938446,0.010520199328671416,1700057G04Rik/Plscr1/Plscr2,3
MF,GO:0005548,phospholipid transporter activity,4/123,49/13439,0.001029935544963442,0.012168497734938446,0.010520199328671416,1700057G04Rik/Atp8b5/Plscr1/Plscr2,4
MF,GO:0140272,exogenous protein binding,3/123,23/13439,0.00115906354269514,0.01320504536141963,0.011416340157373183,1700057G04Rik/Plscr1/Plscr2,3
MF,GO:0004364,glutathione transferase activity,3/123,24/13439,0.0013158416114751905,0.014474257726227095,0.012513629844156075,Gsta2/Gstm3/Gstm4,3
MF,GO:0000287,magnesium ion binding,7/123,182/13439,0.0014130973315706725,0.015025934959034816,0.012990578977947937,1700057G04Rik/Atp8b5/Mthfd2/Pklr/Plscr1/Plscr2/Psph,7
MF,GO:0015171,amino acid transmembrane transporter activity,4/123,57/13439,0.0018152165737060795,0.018581471369405883,0.016064495953751333,Slc1a4/Slc7a11/Slc7a3/Slc7a5,4
MF,GO:0016831,carboxy-lyase activity,3/123,27/13439,0.0018639720495955746,0.018581471369405883,0.016064495953751333,Got1/Odc1/Pck2,3
MF,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",5/123,100/13439,0.0022292265529922596,0.02154919001225851,0.018630218720381883,Akr1b8/Gpd2/Hsd17b13/Phgdh/Ugdh,5
MF,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",5/123,106/13439,0.0028733126488590336,0.02695843338194211,0.02330674656350052,Akr1b8/Gpd2/Hsd17b13/Phgdh/Ugdh,5
MF,GO:0052689,carboxylic ester hydrolase activity,5/123,110/13439,0.003371368374215675,0.030727614610708578,0.026565368843443814,Aars/Acot2/Pgap1/Pla2g10/Ptrh1,5
MF,GO:0016846,carbon-sulfur lyase activity,2/123,12/13439,0.005164633307039525,0.045764389581822454,0.03956531948667706,Cth/Gstm4,2
