ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:1901342,regulation of vasculature development,37/1072,267/14945,8.44149477210665e-5,0.03913016531179255,0.036932549376145075,Adamts1/Adm2/Anxa3/Bmper/Btg1/Ccl2/Cdh5/Col4a2/Cxcl10/Cyp1b1/Ddah1/Ecm1/Epha2/F3/Flcn/Flt1/Fut1/Gata2/Hif1a/Hmox1/Htatip2/Itga5/Kdr/Lrg1/Nos3/Notch4/Plxnd1/Pparg/Ppp1r15a/Ptprm/Rgcc/Rock2/Sars/Thbs1/Tie1/Tnfrsf12a/Wars,37
BP,GO:0006820,anion transport,46/1072,362/14945,1.0654419226452382e-4,0.04527240302973391,0.0427298286871406,Abcc2/Abcc3/Abcc4/Abcc5/Acsl4/Adora1/Atf4/Bdnf/Cebpb/Ces1b/Cldn4/Clic4/Cln8/Edn1/Gabbr1/Hk1/Il1rn/Myc/Nr1h4/Pla2g12a/Pla2g2e/Pla2g4a/Sfxn3/Slc16a11/Slc17a5/Slc17a8/Slc1a4/Slc20a1/Slc20a2/Slc25a30/Slc26a4/Slc2a1/Slc38a1/Slc38a2/Slc39a8/Slc4a11/Slc6a9/Slc7a1/Slc7a11/Slc7a3/Slc7a5/Slco1b2/Stc1/Stc2/Trpc4/Ttyh1,46
CC,GO:0030312,external encapsulating structure,66/1078,419/15063,8.725191621227393e-10,4.4934736849321073e-7,4.4728087574081477e-7,1700057G04Rik/Adamts1/Adamts19/Adamts7/Alpl/Angptl4/Angptl6/Anxa3/Anxa5/Bmper/Ccn1/Ccn2/Clec14a/Col20a1/Col26a1/Col4a1/Col4a2/Col7a1/Col8a1/Cpz/Cstb/Ctsb/Ctsc/Ctsd/Ctsl/Ecm1/Elfn1/Eln/Emilin2/F13a1/F3/Fcna/Igf1/Ihh/Il1rl1/Itih3/Lama1/Lamb3/Lamc1/Lamc2/Lgals1/Lrrc3b/Matn2/Mfge8/Mmp11/Mmp12/Mmp15/Mmp3/Olfml2b/Otog/Pkhd1l1/Plod1/Plscr1/Plscr2/Rell2/Serpinb6a/Sftpb/Slit2/Spon1/Thbs1/Thsd4/Timp1/Tnfrsf11b/Vasn/Vcan/Vtn,66
CC,GO:0031012,extracellular matrix,65/1078,418/15063,2.006845436414084e-9,5.167626998766266e-7,5.143861723861362e-7,1700057G04Rik/Adamts1/Adamts19/Adamts7/Alpl/Angptl4/Angptl6/Anxa3/Anxa5/Bmper/Ccn1/Ccn2/Clec14a/Col20a1/Col26a1/Col4a1/Col4a2/Col7a1/Col8a1/Cpz/Cstb/Ctsb/Ctsc/Ctsd/Ctsl/Ecm1/Elfn1/Eln/Emilin2/F13a1/F3/Fcna/Igf1/Ihh/Il1rl1/Itih3/Lama1/Lamb3/Lamc1/Lamc2/Lgals1/Lrrc3b/Matn2/Mfge8/Mmp11/Mmp12/Mmp15/Mmp3/Olfml2b/Otog/Plod1/Plscr1/Plscr2/Rell2/Serpinb6a/Sftpb/Slit2/Spon1/Thbs1/Thsd4/Timp1/Tnfrsf11b/Vasn/Vcan/Vtn,65
CC,GO:0062023,collagen-containing extracellular matrix,46/1078,320/15063,4.3148344405018e-6,7.407132456194757e-4,7.373067973769743e-4,1700057G04Rik/Adamts1/Angptl4/Angptl6/Anxa3/Anxa5/Bmper/Ccn1/Clec14a/Col20a1/Col4a1/Col4a2/Col7a1/Col8a1/Cstb/Ctsb/Ctsc/Ctsd/Ctsl/Ecm1/Eln/Emilin2/F13a1/F3/Fcna/Igf1/Itih3/Lama1/Lamb3/Lamc1/Lamc2/Lgals1/Matn2/Mfge8/Plod1/Plscr1/Plscr2/Rell2/Serpinb6a/Sftpb/Slit2/Spon1/Thbs1/Timp1/Vcan/Vtn,46
CC,GO:0022626,cytosolic ribosome,18/1078,96/15063,1.3790197879950516e-4,0.01775487977043629,0.017673227282989215,Rpl11/Rpl13a/Rpl17/Rpl19/Rpl23/Rpl24/Rpl27/Rpl30/Rpl34/Rpl41/Rplp0/Rps11/Rps12/Rps14/Rps17/Rps2/Rps27a/Rps5,18
CC,GO:0009897,external side of plasma membrane,45/1078,361/15063,1.86910662336527e-4,0.01925179822066228,0.01916326159113445,Anxa5/Azgp1/Btn1a1/Btnl9/Capn2/Ccr7/Cd19/Cd248/Cdh5/Clec14a/Cr2/Crlf2/Csf3r/Ctsb/Ctsl/Cxcl10/Fcer2a/Fcmr/Fcna/Gpihbp1/Gsr/Gucy2g/H2-Eb2/H2-M9/Hfe/Il1rl1/Il3ra/Il4/Itga5/Kdr/Krt18/Ly6a/Ly6c1/Ly6g/Mfge8/Nrg1/Nt5e/Robo4/S1pr1/Sdc1/Sell/Slamf9/Slc38a1/Slc7a5/Thbs1,45
CC,GO:0022625,cytosolic large ribosomal subunit,11/1078,49/15063,5.585210948324703e-4,0.0479397273064537,0.047719258453230363,Rpl11/Rpl13a/Rpl17/Rpl19/Rpl23/Rpl24/Rpl27/Rpl30/Rpl41/Rplp0/Rps12,11
MF,GO:0033549,MAP kinase phosphatase activity,8/1049,13/14839,5.676459274039081e-7,5.086107509539017e-4,4.6666470452889707e-4,Dusp1/Dusp14/Dusp18/Dusp2/Dusp3/Dusp5/Dusp8/Dusp9,8
MF,GO:0017017,MAP kinase tyrosine/serine/threonine phosphatase activity,7/1049,11/14839,2.2180449929448766e-6,5.592296028779833e-4,5.131089283925105e-4,Dusp1/Dusp14/Dusp18/Dusp2/Dusp5/Dusp8/Dusp9,7
MF,GO:0043295,glutathione binding,8/1049,15/14839,2.496560727133854e-6,5.592296028779833e-4,5.131089283925105e-4,Gsr/Gss/Gsta1/Gsta2/Gstm1/Gstm3/Gstm4/Gstm6,8
MF,GO:1900750,oligopeptide binding,8/1049,15/14839,2.496560727133854e-6,5.592296028779833e-4,5.131089283925105e-4,Gsr/Gss/Gsta1/Gsta2/Gstm1/Gstm3/Gstm4/Gstm6,8
MF,GO:0030545,signaling receptor regulator activity,46/1049,336/14839,1.15034527403924e-5,0.002061418731078318,0.0018914098084729396,Adm2/Angptl8/Apln/App/Areg/Bdnf/Bmp8b/Btc/Ccl17/Ccl2/Ccn2/Clcf1/Crlf2/Cxcl10/Cxcl13/Cxcl16/Edn1/Ereg/Fgf11/Fst/Gdf15/Gdf9/Igf1/Il1rn/Il23a/Il4/Jag2/Kitl/Ly6a/Ly6c1/Nenf/Nrg1/Pdgfb/Prl6a1/Saa3/Sema3f/Sema3g/Sema5b/Slit2/Stc1/Stc2/Tafa3/Tgfa/Timp1/Tslp/Wfikkn2,46
MF,GO:0048018,receptor ligand activity,42/1049,299/14839,1.4649219507677109e-5,0.002187616779813115,0.002007200076402776,Adm2/Angptl8/Apln/App/Areg/Bdnf/Bmp8b/Btc/Ccl17/Ccl2/Ccn2/Clcf1/Crlf2/Cxcl10/Cxcl13/Cxcl16/Edn1/Ereg/Fgf11/Gdf15/Gdf9/Igf1/Il1rn/Il23a/Il4/Jag2/Kitl/Nenf/Nrg1/Pdgfb/Prl6a1/Saa3/Sema3f/Sema3g/Sema5b/Slit2/Stc1/Stc2/Tafa3/Tgfa/Timp1/Tslp,42
MF,GO:0030546,signaling receptor activator activity,42/1049,306/14839,2.572366126800429e-5,0.003292628642304549,0.0030210796165881727,Adm2/Angptl8/Apln/App/Areg/Bdnf/Bmp8b/Btc/Ccl17/Ccl2/Ccn2/Clcf1/Crlf2/Cxcl10/Cxcl13/Cxcl16/Edn1/Ereg/Fgf11/Gdf15/Gdf9/Igf1/Il1rn/Il23a/Il4/Jag2/Kitl/Nenf/Nrg1/Pdgfb/Prl6a1/Saa3/Sema3f/Sema3g/Sema5b/Slit2/Stc1/Stc2/Tafa3/Tgfa/Timp1/Tslp,42
MF,GO:0004364,glutathione transferase activity,9/1049,26/14839,4.431061918500515e-5,0.004962789348720577,0.00455349915572224,Gsta1/Gsta2/Gsta3/Gsta4/Gstm1/Gstm3/Gstm4/Gstm6/Hpgds,9
MF,GO:0050661,"NADP binding",11/1049,39/14839,5.556710952355508e-5,0.005532014459233928,0.005075779244198423,Cbr3/Crym/Cryz/Gapdh/Gsr/Hibadh/Hsd11b1/Me1/Mthfr/Nnt/Nos3,11
MF,GO:0005198,structural molecule activity,56/1049,468/14839,7.120746124693417e-5,0.006380188527725301,0.00585400286672164,Actr2/Arpc1b/Bglap3/Bmper/Cldn23/Cldn4/Col4a1/Col4a2/Col7a1/Col8a1/Ecm1/Eln/Emilin2/Epb41/Hmox1/Krt18/Lama1/Lamb3/Lamc1/Lamc2/Matn2/Mfge8/Mrpl23/Mrps18a/Mrps6/Otog/Rims2/Rpl11/Rpl13a/Rpl17/Rpl19/Rpl22l1/Rpl23/Rpl24/Rpl27/Rpl30/Rpl34/Rpl41/Rplp0/Rps11/Rps12/Rps14/Rps17/Rps2/Rps27a/Rps5/Slit2/Spon1/Sprr1a/Thbs1/Tln2/Tnnt2/Tuba4a/Tubb2a/Vcan/Vtn,56
MF,GO:0008138,protein tyrosine/serine/threonine phosphatase activity,9/1049,29/14839,1.1708686423185235e-4,0.00953725730470361,0.008750702484696334,Dusp1/Dusp11/Dusp14/Dusp18/Dusp2/Dusp3/Dusp5/Dusp8/Dusp9,9
MF,GO:0008083,growth factor activity,18/1049,101/14839,2.301960877376003e-4,0.017187974551074157,0.015770451273953143,Areg/Bdnf/Bmp8b/Btc/Ccn2/Ereg/Fgf11/Gdf15/Gdf9/Igf1/Il4/Jag2/Kitl/Nenf/Nrg1/Pdgfb/Tgfa/Timp1,18
MF,GO:0004725,protein tyrosine phosphatase activity,16/1049,87/14839,3.487511601406906e-4,0.021403870833529,0.019638654982361548,Dusp1/Dusp11/Dusp14/Dusp18/Dusp2/Dusp3/Dusp5/Dusp8/Dusp9/Mtm1/Ptp4a1/Ptp4a3/Ptpn14/Ptprb/Ptprd/Ptprm,16
MF,GO:0004812,aminoacyl-tRNA ligase activity,10/1049,40/14839,3.5832373047202566e-4,0.021403870833529,0.019638654982361548,Aars/Cars/Eprs/Gars/Iars/Lars/Mars1/Nars/Sars/Wars,10
MF,GO:0016875,"ligase activity, forming carbon-oxygen bonds",10/1049,40/14839,3.5832373047202566e-4,0.021403870833529,0.019638654982361548,Aars/Cars/Eprs/Gars/Iars/Lars/Mars1/Nars/Sars/Wars,10
MF,GO:0016645,"oxidoreductase activity, acting on the CH-NH group of donors",8/1049,27/14839,4.008816146749416e-4,0.02244937042179673,0.020597930332969038,Aldh1l2/Crym/Il4i1/Mthfd1l/Mthfd2/Mthfr/Pycr1/Smox,8
MF,GO:0003735,structural constituent of ribosome,22/1049,148/14839,7.10528481913461e-4,0.03744903057614477,0.03436054144733208,Mrpl23/Mrps18a/Mrps6/Rpl11/Rpl13a/Rpl17/Rpl19/Rpl22l1/Rpl23/Rpl24/Rpl27/Rpl30/Rpl34/Rpl41/Rplp0/Rps11/Rps12/Rps14/Rps17/Rps2/Rps27a/Rps5,22
MF,GO:0016646,"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor",6/1049,17/14839,7.728315096781686e-4,0.03846983514842439,0.03529715842448244,Aldh1l2/Crym/Mthfd1l/Mthfd2/Mthfr/Pycr1,6
MF,GO:0042609,CD4 receptor binding,5/1049,12/14839,9.098865974412993e-4,0.04290833638460022,0.0393696084543853,1700057G04Rik/Fyn/H2-Eb2/Plscr1/Plscr2,5
MF,GO:0052689,carboxylic ester hydrolase activity,19/1049,123/14839,9.9958834124254e-4,0.044781557687665785,0.04108834181633808,Aars/Abhd5/Acot2/Acot5/Acot9/Apmap/Ces1b/Esd/Iars/Lars/Mgll/Nceh1/Pafah2/Pgap1/Pla1a/Pla2g12a/Pla2g2e/Pla2g4a/Ptrh1,19
MF,GO:0008514,organic anion transmembrane transporter activity,20/1049,133/14839,0.001051505955909761,0.04486425411881646,0.04116421812358513,Abcc2/Abcc4/Abcc5/Sfxn3/Slc16a11/Slc17a8/Slc1a4/Slc25a30/Slc26a4/Slc2a1/Slc38a1/Slc38a2/Slc38a7/Slc39a8/Slc4a11/Slc6a9/Slc7a1/Slc7a3/Slc7a5/Slco1b2,20
MF,GO:0050839,cell adhesion molecule binding,32/1049,256/14839,0.0011765125299952714,0.04744067449339162,0.043528156460689436,App/Cadm1/Ccn1/Ccn2/Cdh3/Cdh5/Esam/Esm1/Fermt1/Igf1/Itga5/Kdr/Madcam1/Mfge8/Ndrg1/Neo1/Nos3/Nrg1/P2rx4/Ptprb/Ptprd/Ptprm/Pvr/Sell/Shtn1/Tbc1d2/Tcam1/Tenm4/Thbs1/Tln2/Trpc4/Vtn,32
MF,GO:0005201,extracellular matrix structural constituent,19/1049,125/14839,0.0012177851711473295,0.04744067449339162,0.043528156460689436,Bmper/Col4a1/Col4a2/Col7a1/Col8a1/Ecm1/Eln/Emilin2/Lama1/Lamb3/Lamc1/Lamc2/Matn2/Mfge8/Slit2/Spon1/Thbs1/Vcan/Vtn,19
MF,GO:0005154,epidermal growth factor receptor binding,8/1049,32/14839,0.001384638594641545,0.048480772897278285,0.044482476072338274,1700057G04Rik/Areg/Btc/Ereg/Itga5/Plscr1/Plscr2/Tgfa,8
MF,GO:0015179,L-amino acid transmembrane transporter activity,10/1049,47/14839,0.001394010238515439,0.048480772897278285,0.044482476072338274,Slc17a8/Slc1a4/Slc38a1/Slc38a2/Slc38a7/Slc6a9/Slc7a1/Slc7a11/Slc7a3/Slc7a5,10
MF,GO:0070851,growth factor receptor binding,18/1049,117/14839,0.0014068081421085216,0.048480772897278285,0.044482476072338274,1700057G04Rik/App/Areg/Btc/Cdh5/Ecm1/Ereg/Ern1/Esm1/Fyn/Il1rn/Il4/Itga5/Pdgfb/Plscr1/Plscr2/Tgfa/Tslp,18
