ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0016101,diterpenoid metabolic process,24/1495,48/14945,2.5381174797542148e-12,1.2231418872888267e-9,1.1301302041431926e-9,Adh1/Adh4/Adh6a/Adh7/Akr1b7/Aldh1a1/Bco2/Crabp1/Cyp1a1/Cyp2c55/Cyp2j6/Cyp2s1/Dgat1/Dhrs3/Dhrs4/Isx/Lrat/Ppard/Rbp2/Rdh11/Rdh16/Rdh16f2/Rdh9/Ttr,24
BP,GO:0098813,nuclear chromosome segregation,59/1495,236/14945,1.93093364983088e-11,8.529899398127912e-9,7.881258133914987e-9,Aurkb/Axin2/Birc5/Brca2/Brip1/Bub1/Bub1b/Ccnb1/Ccnb1ip1/Cdc20/Cdc6/Cdca8/Cenpe/Cenpf/Cit/Dscc1/Esco2/Espl1/Fam83d/Fancd2/Fbxo5/Gen1/Haspin/Incenp/Kif14/Kif22/Kif23/Kifc5b/Knl1/Knstrn/Kntc1/Lcmt1/Ncapd2/Ncapd3/Ncapg/Ncaph/Ncaph2/Ndc80/Nek2/Nsl1/Nuf2/Nusap1/Plk1/Prc1/Racgap1/Rasl2-9/Rec8/Rmi2/Sgo1/Sgo2a/Spag5/Sun1/Syce3/Sycp3/Tacc3/Top2a/Ttk/Ube2c/Zwilch,59
BP,GO:0006721,terpenoid metabolic process,24/1495,54/14945,6.092059402489986e-11,2.4841543763538013e-8,2.295251206460397e-8,Adh1/Adh4/Adh6a/Adh7/Akr1b7/Aldh1a1/Bco2/Crabp1/Cyp1a1/Cyp2c55/Cyp2j6/Cyp2s1/Dgat1/Dhrs3/Dhrs4/Isx/Lrat/Ppard/Rbp2/Rdh11/Rdh16/Rdh16f2/Rdh9/Ttr,24
BP,GO:0044282,small molecule catabolic process,66/1495,289/14945,9.088857430138424e-11,3.441430945511699e-8,3.179733355070232e-8,Abat/Abcd1/Abhd3/Acaa2/Acad11/Acadm/Acat1/Acat2/Adh1/Adh4/Adh7/Adtrp/Ahcy/Akr1b7/Aldh1l1/Aldh4a1/Arg2/Bad/Bdh2/Bpnt1/Cdo1/Ces1d/Crabp1/Csad/Cubn/Cyp1a1/Cyp4f14/Cyp4f15/Cyp4f40/Dao/Dpyd/Eci3/Ehhadh/Entpd7/Gad2/Galm/Gcat/Gda/Glud1/Hadh/Hagh/Hpd/Hsd17b6/Inpp5b/Khk/Lipe/Mccc2/Mfsd2a/Nudt5/Oat/Otc/Pck1/Pipox/Pnp2/Ppard/Prodh/Prodh2/Sardh/Scp2/Shmt1/Slc27a2/Sult1b1/Tysnd1/Upp1/Urad/Xdh,66
BP,GO:0034754,cellular hormone metabolic process,30/1495,83/14945,1.3676058445638034e-10,4.763142528840356e-8,4.4009376953095595e-8,Adh1/Adh4/Adh6a/Adh7/Akr1c14/Akr1c21/Aldh1a1/Bco2/Bmp2/Clcn2/Crabp1/Cyp17a1/Cyp1a1/Cyp2c55/Cyp2d22/Cyp2s1/Dhrs3/Hsd17b11/Hsd3b2/Hsd3b3/Lrat/Rdh11/Rdh16/Rdh16f2/Rdh9/Scp2/Shh/Srd5a1/Ttr/Wnt4,30
BP,GO:0001676,long-chain fatty acid metabolic process,31/1495,88/14945,1.4376585636945047e-10,4.763142528840356e-8,4.4009376953095595e-8,Abcd1/Acsbg1/Acsl1/Acsl6/Adtrp/Alox5/Asah2/Cyp2b10/Cyp2c23/Cyp2c29/Cyp2c38/Cyp2c55/Cyp2c65/Cyp2c66/Cyp2c68/Cyp2c70/Cyp2d22/Cyp2d26/Cyp2j6/Cyp2s1/Cyp4a10/Cyp4f14/Cyp4f15/Cyp4f40/Ephx2/Fads1/Gpx1/Lipe/Ltc4s/Slc27a2/Slc27a5,31
BP,GO:0006066,alcohol metabolic process,64/1495,285/14945,3.6880341220939466e-10,1.1500158165423536e-7,1.0625648774057668e-7,Abca2/Acer1/Acpp/Adh1/Adh4/Adh6a/Adh7/Akr1b7/Akr1c14/Akr1c21/Aldh1a1/Apoa1/Apoa2/Apoa4/Apob/Apoc3/Asah2/Avpr1b/Bmp2/Bpnt1/Cd244a/Ces1d/Ces1e/Ces1g/Clcn2/Cubn/Cyp1a1/Dhcr24/Dhcr7/Dhfr/Dhrs3/Ebp/Ephx2/Fmo5/Gde1/Gfi1/Gpd1/Idh1/Inpp5b/Insig1/Lbr/Lipe/Lrat/Mogat2/Mttp/Npc1l1/P2ry1/Pck1/Pcsk9/Plcb3/Pmp22/Ptafr/Rdh11/Rdh16/Rdh16f2/Rdh9/Scp2/Sec14l2/Slc37a2/Sult1b1/Sult2b1/Thrb/Ttr/Wnt4,64
BP,GO:0034308,primary alcohol metabolic process,24/1495,59/14945,5.726791172144203e-10,1.686540000196468e-7,1.558290018946607e-7,Acpp/Adh1/Adh4/Adh6a/Adh7/Akr1b7/Akr1c14/Akr1c21/Aldh1a1/Bmp2/Clcn2/Cyp1a1/Dhrs3/Gde1/Gpd1/Lrat/Rdh11/Rdh16/Rdh16f2/Rdh9/Slc37a2/Sult1b1/Ttr/Wnt4,24
BP,GO:0140014,mitotic nuclear division,58/1495,251/14945,7.817062437699266e-10,2.180960420118095e-7,2.015113103745966e-7,Aurkb/Birc5/Bora/Bub1/Bub1b/Ccnb1/Cd28/Cdc20/Cdc6/Cdca2/Cdca8/Cdkn1c/Cenpe/Cit/Dscc1/Edn3/Espl1/Fbxo5/Fgfr3/Gen1/Haspin/Incenp/Kif11/Kif14/Kif20b/Kif22/Kif23/Kifc1/Kifc5b/Knstrn/Kntc1/Lcmt1/Mki67/Mybl2/Ncapd2/Ncapd3/Ncapg/Ncaph/Ncaph2/Ndc80/Nek2/Nsl1/Nuf2/Nusap1/Plk1/Prc1/Racgap1/Rasl2-9/Rec8/Sgo1/Sgo2a/Smpd3/Spag5/Tacc3/Tpx2/Ttk/Ube2c/Zwilch,58
BP,GO:0006690,icosanoid metabolic process,31/1495,97/14945,2.266337036414996e-9,5.962203787421672e-7,5.508818439991073e-7,Akr1c14/Akr1c21/Alox5/Ces2e/Ces2g/Cyp2b10/Cyp2c23/Cyp2c29/Cyp2c38/Cyp2c55/Cyp2c65/Cyp2c66/Cyp2c68/Cyp2c70/Cyp2d22/Cyp2d26/Cyp2j6/Cyp2s1/Cyp4a10/Cyp4f14/Cyp4f15/Cyp4f40/Dpep1/Edn2/Fads1/Gpx1/Lta4h/Ltc4s/Mgst2/Mgst3/Pla2g5,31
BP,GO:0015711,organic anion transport,58/1495,258/14945,2.3619369842643865e-9,5.962203787421672e-7,5.508818439991073e-7,Abat/Abcc6/Ace/Ace2/Aqp8/Arg2/Avpr1b/Cacna1a/Cacnb4/Car4/Ceacam1/Ces1d/Ces1e/Ces1g/Cltrn/Hrh3/Map2k6/Nr3c1/P2rx7/Pla2g12b/Pla2g5/Sfxn1/Sfxn2/Slc10a5/Slc13a2/Slc16a9/Slc1a1/Slc1a2/Slc1a3/Slc23a1/Slc25a42/Slc26a6/Slc2a2/Slc2a9/Slc35a3/Slc35c2/Slc36a1/Slc37a2/Slc43a2/Slc46a1/Slc47a1/Slc4a10/Slc4a4/Slc4a5/Slc4a7/Slc51a/Slc51b/Slc52a2/Slc5a6/Slc6a20a/Slc6a7/Slc6a8/Slc7a8/Slc7a9/Slc9a3r1/Slco2b1/Slco4a1/Tnfrsf11a,58
BP,GO:0000280,nuclear division,75/1495,375/14945,3.158057169797638e-9,7.609482298680581e-7,7.030832541181057e-7,Aspm/Aurkb/Birc5/Bora/Brca2/Brip1/Bub1/Bub1b/Ccnb1/Ccnb1ip1/Ccnb2/Cd28/Cdc20/Cdc6/Cdca2/Cdca8/Cdkn1c/Cenpe/Chtf18/Cit/Dscc1/Edn3/Espl1/Fancd2/Fbxo5/Fgfr3/Gen1/Gm960/Haspin/Incenp/Kif11/Kif14/Kif20b/Kif22/Kif23/Kifc1/Kifc5b/Knstrn/Kntc1/Lcmt1/Mastl/Mki67/Mybl2/Ncapd2/Ncapd3/Ncapg/Ncaph/Ncaph2/Ndc80/Nek2/Nsl1/Nuf2/Nusap1/Plk1/Prc1/Racgap1/Rad51/Rad54b/Rad54l/Rasl2-9/Rec8/Sgo1/Sgo2a/Smpd3/Spag5/Sun1/Syce3/Sycp3/Tacc3/Top2a/Tpx2/Ttk/Ube2c/Wnt4/Zwilch,75
BP,GO:0042572,retinol metabolic process,13/1495,20/14945,3.778719293568619e-9,8.562075059963572e-7,7.91098705388467e-7,Adh1/Adh4/Adh6a/Adh7/Aldh1a1/Cyp1a1/Dhrs3/Lrat/Rdh11/Rdh16/Rdh16f2/Rdh9/Ttr,13
BP,GO:0019369,arachidonic acid metabolic process,20/1495,46/14945,3.876434662122726e-9,8.562075059963572e-7,7.91098705388467e-7,Alox5/Cyp2b10/Cyp2c23/Cyp2c29/Cyp2c38/Cyp2c55/Cyp2c65/Cyp2c66/Cyp2c68/Cyp2c70/Cyp2d22/Cyp2d26/Cyp2j6/Cyp2s1/Cyp4a10/Cyp4f14/Cyp4f15/Cyp4f40/Fads1/Gpx1,20
BP,GO:0042573,retinoic acid metabolic process,12/1495,18/14945,1.0067721324328743e-8,2.0935318050264643e-6,1.934332844604918e-6,Adh1/Adh6a/Adh7/Aldh1a1/Bco2/Crabp1/Cyp1a1/Cyp2c55/Cyp2s1/Rdh16/Rdh16f2/Rdh9,12
BP,GO:0042180,cellular ketone metabolic process,48/1495,203/14945,1.0268218624917575e-8,2.0935318050264643e-6,1.934332844604918e-6,Abcd1/Adh4/Akr1b7/Akr1c14/Akr1c21/Apoa1/Apoa4/Apoc3/Bmp2/Brca1/C1qtnf2/Ceacam1/Ces1d/Ces1e/Ces1g/Clcn2/Coq8a/Cyp17a1/Cyp2b10/Cyp4f14/Cyp4f15/Cyp4f40/Dgat1/Gpd1/Hagh/Hsd17b6/Insig1/Kyat3/Lpgat1/Mfsd2a/Mlxipl/Nr1d1/Nr1h3/Pdk2/Pdk3/Ppara/Ppard/Rdh16/Rdh16f2/Rdh9/Scp2/Slc37a2/Slc7a7/Srd5a1/Stard4/Tysnd1/Vkorc1/Wnt4,48
BP,GO:0033559,unsaturated fatty acid metabolic process,28/1495,89/14945,1.9779056541593577e-8,3.883288100999539e-6,3.5879902568434665e-6,Abcd1/Akr1c14/Akr1c21/Alox5/Ces2e/Ces2g/Cyp2b10/Cyp2c23/Cyp2c29/Cyp2c38/Cyp2c55/Cyp2c65/Cyp2c66/Cyp2c68/Cyp2c70/Cyp2d22/Cyp2d26/Cyp2j6/Cyp2s1/Cyp4a10/Cyp4f14/Cyp4f15/Cyp4f40/Edn2/Ephx2/Fads1/Gpx1/Scd2,28
BP,GO:0015849,organic acid transport,54/1495,248/14945,2.687909678842647e-8,5.0887890026945975e-6,4.701820953253698e-6,Abat/Abcd1/Ace/Ace2/Acsl1/Acsl6/Aqp8/Arg2/Avpr1b/Cacna1a/Cacnb4/Ceacam1/Cltrn/Cpt1b/Fabp2/Hrh3/Map2k6/Mfsd2a/Nr3c1/P2rx7/Pla2g12b/Pla2g5/Ppard/Sfxn1/Sfxn2/Slc10a5/Slc13a2/Slc15a1/Slc1a1/Slc1a2/Slc1a3/Slc23a1/Slc25a45/Slc26a6/Slc27a2/Slc27a5/Slc36a1/Slc43a2/Slc46a1/Slc47a1/Slc51a/Slc51b/Slc5a6/Slc6a19/Slc6a20a/Slc6a7/Slc7a15/Slc7a7/Slc7a8/Slc7a9/Slc9a3r1/Slco2b1/Tnfrsf11a/Tspo2,54
BP,GO:0016042,lipid catabolic process,57/1495,272/14945,4.621956761851822e-8,8.448618205026383e-6,7.806157826822696e-6,Abcd1/Abhd3/Acaa2/Acad11/Acadm/Acat1/Acat2/Acer1/Adtrp/Akr1b7/Apoa1/Apoa2/Apoa4/Apob/Apoc3/Asah2/Bco2/Bdh2/Ces1d/Ces1e/Ces1g/Crabp1/Cyp4f14/Cyp4f15/Cyp4f40/Eci3/Ehhadh/Enpp7/Hadh/Hsd17b11/Hsd17b14/Hsd17b6/Idh1/Lgals12/Lipe/Lipg/Mfsd2a/Mgst2/Neu3/Pafah1b3/Pck1/Pla2g12b/Pla2g5/Plaat3/Plbd1/Plcb3/Plch1/Plch2/Ppard/Scp2/Slc27a2/Smpd3/Smpdl3b/Sorl1/Srd5a1/Tysnd1/Zpbp2,57
BP,GO:0046395,carboxylic acid catabolic process,44/1495,187/14945,4.887596237439366e-8,8.63638255155536e-6,7.979643962387849e-6,Abat/Abcd1/Abhd3/Acaa2/Acad11/Acadm/Acat1/Acat2/Adtrp/Ahcy/Aldh1l1/Aldh4a1/Arg2/Bdh2/Cdo1/Ces1d/Crabp1/Csad/Cyp4f14/Cyp4f15/Cyp4f40/Dao/Eci3/Ehhadh/Gad2/Gcat/Glud1/Hadh/Hpd/Lipe/Mccc2/Mfsd2a/Oat/Otc/Pck1/Pipox/Ppard/Prodh/Prodh2/Sardh/Scp2/Shmt1/Slc27a2/Tysnd1,44
BP,GO:0006720,isoprenoid metabolic process,24/1495,72/14945,5.822381538275961e-8,9.956272430451893e-6,9.199165126518861e-6,Adh1/Adh4/Adh6a/Adh7/Akr1b7/Aldh1a1/Bco2/Crabp1/Cyp1a1/Cyp2c55/Cyp2j6/Cyp2s1/Dgat1/Dhrs3/Dhrs4/Isx/Lrat/Ppard/Rbp2/Rdh11/Rdh16/Rdh16f2/Rdh9/Ttr,24
BP,GO:0016054,organic acid catabolic process,44/1495,189/14945,6.811199279882008e-8,1.1283177307079538e-5,1.0425167845161507e-5,Abat/Abcd1/Abhd3/Acaa2/Acad11/Acadm/Acat1/Acat2/Adtrp/Ahcy/Aldh1l1/Aldh4a1/Arg2/Bdh2/Cdo1/Ces1d/Crabp1/Csad/Cyp4f14/Cyp4f15/Cyp4f40/Dao/Eci3/Ehhadh/Gad2/Gcat/Glud1/Hadh/Hpd/Lipe/Mccc2/Mfsd2a/Oat/Otc/Pck1/Pipox/Ppard/Prodh/Prodh2/Sardh/Scp2/Shmt1/Slc27a2/Tysnd1,44
BP,GO:0050892,intestinal absorption,16/1495,36/14945,9.708533590400463e-8,1.5595435322034197e-5,1.4409507749962794e-5,Acat2/Aco1/Apoa1/Apoa2/Apoa4/Dgat1/Enpp7/Fabp2/Isx/Mogat2/Npc1l1/Pls1/Slc26a6/Slc5a1/Vdr/Vil1,16
BP,GO:0010817,regulation of hormone levels,79/1495,439/14945,1.50362069739577e-7,2.34432156379264e-5,2.166051735288705e-5,Abat/Ace/Acvr1c/Adh1/Adh4/Adh6a/Adh7/Akr1c14/Akr1c21/Aldh1a1/Alox5/Aqp1/Atp1a1/Bad/Bco2/Birc5/Bmp2/Brsk2/C1qtnf12/C2cd2l/Cacna1a/Ccl5/Clcn2/Cltrn/Crabp1/Cyp17a1/Cyp1a1/Cyp2c55/Cyp2d22/Cyp2s1/Dgat1/Dhcr7/Dhrs3/Dio1/Edn2/Edn3/Fam3b/Gata3/Gcnt4/Gfi1/Ghrl/Glrx/Glud1/Hadh/Hsd17b11/Hsd3b2/Hsd3b3/Isl1/Iyd/Kalrn/Kiss1/Lrat/Nr1d1/Nr3c1/P2ry1/Pax6/Pax8/Pcsk2/Pcsk5/Pde1c/Ppard/Rab11fip3/Rdh11/Rdh16/Rdh16f2/Rdh9/Scp2/Shh/Slc16a10/Slc5a5/Slc7a8/Slco4a1/Smpd3/Srd5a1/Sult1b1/Trpv6/Ttr/Vdr/Wnt4,79
BP,GO:0019373,epoxygenase P450 pathway,11/1495,18/14945,1.5855595920696804e-7,2.4014432564461075e-5,2.2188297088421726e-5,Cyp2b10/Cyp2c23/Cyp2c29/Cyp2c38/Cyp2c55/Cyp2c65/Cyp2c66/Cyp2c68/Cyp2c70/Cyp2j6/Cyp2s1,11
BP,GO:0009410,response to xenobiotic stimulus,52/1495,248/14945,1.7513126136645716e-7,2.5788078236210815e-5,2.3827068980646936e-5,Abat/Acsl1/Add3/Akr1c12/Akr1c13/Aldh1a1/Atp1a1/Casp1/Ccl4/Cyp1a1/Cyp2b10/Cyp2c23/Cyp2c29/Cyp2c38/Cyp2c55/Cyp2c65/Cyp2c66/Cyp2c68/Cyp2c70/Cyp2d22/Cyp2d26/Cyp2j6/Cyp2s1/Dnmt1/Dpep1/Dpyd/E2f1/Fmo1/Fmo4/Fmo5/Gata6/Gpx1/Grin2a/Gstt1/Hadh/Kcnk3/Lck/Lct/Mcpt1/P2rx7/Pnp2/Ptpn5/Rad54b/Rad54l/Shank2/Slc1a1/Slc1a2/Slc1a3/Srd5a1/Sult1b1/Tfrc/Vkorc1,52
BP,GO:0048285,organelle fission,76/1495,422/14945,2.509834822627548e-7,3.595847133715846e-5,3.3224072346190554e-5,Aspm/Aurkb/Birc5/Bora/Brca2/Brip1/Bub1/Bub1b/Ccnb1/Ccnb1ip1/Ccnb2/Cd28/Cdc20/Cdc6/Cdca2/Cdca8/Cdkn1c/Cenpe/Chtf18/Cit/Dscc1/Edn3/Espl1/Fancd2/Fbxo5/Fgfr3/Gen1/Gm960/Haspin/Incenp/Kif11/Kif14/Kif20b/Kif22/Kif23/Kifc1/Kifc5b/Knstrn/Kntc1/Lcmt1/Mastl/Mki67/Mybl2/Ncapd2/Ncapd3/Ncapg/Ncaph/Ncaph2/Ndc80/Nek2/Nsl1/Nuf2/Nusap1/Plk1/Prc1/Racgap1/Rad51/Rad54b/Rad54l/Rasl2-9/Rec8/Sgo1/Sgo2a/Smpd3/Spag5/Sun1/Syce3/Sycp3/Tacc3/Tmcc1/Top2a/Tpx2/Ttk/Ube2c/Wnt4/Zwilch,76
BP,GO:0044283,small molecule biosynthetic process,79/1495,449/14945,3.909475817308707e-7,5.453718765145646e-5,5.0390002708967914e-5,Abat/Abca2/Abcd1/Abhd3/Acadm/Acer1/Acsbg1/Acsm3/Acsm5/Aldh1a1/Alox5/Apoa1/Apoa4/Apob/Apoc3/Asah2/Avpr1b/Bmp2/Brca1/C1qtnf12/Cd244a/Ceacam1/Ces1d/Ces1e/Ces1g/Clcn2/Coq8a/Csad/Cyp1a1/Cyp2c23/Cyp4a10/Dhcr24/Dhcr7/Dhfr/Ebp/Edn2/Fads1/Fads2/G6pc/Gfi1/Ggt1/Gpd1/Gpt/Insig1/Lbr/Lipg/Lpgat1/Lta4h/Ltc4s/Mgst2/Mgst3/Mlxipl/Nags/Npc1l1/Nr1d1/Nr1h3/Nr3c1/Otc/P2ry1/Pck1/Pdk2/Pkm/Pla2g5/Ppara/Ptafr/Rdh16/Rdh16f2/Rdh9/Rfk/Scd2/Scp2/Sec14l2/Shmt1/Slc1a3/Slc27a2/Slc27a5/Stard4/Vkorc1/Wnt4,79
